"SPEAKER","SENTENCE","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스"
"고객","계약금 지금 결제하고 가겠습니다","I","부동산업","주택","1","447","계약결제요청","","Q","","계약금 지금 결제하고 가겠습니다","","","","","",""
"고객","계약 결제할게요","I","부동산업","주택","1","448","계약결제요청","","Q","","계약 결제할게요","","","","","",""
"고객","이 매물로 계약 부탁드립니다 ","I","부동산업","주택","1","449","계약요청","","Q","","이 매물로 계약 부탁드립니다 ","","","","","",""
"고객","저번에 봤던 강남역 매물 계약하고 싶습니다 ","I","부동산업","주택","1","450","계약요청","","Q","","저번에 봤던 강남역 매물 계약하고 싶습니다 ","","","","","",""
"고객","지금 바로 계약하고 싶습니다 ","I","부동산업","주택","1","451","계약요청","","Q","","지금 바로 계약하고 싶습니다 ","","","","","",""
"고객","오늘 계약하고 싶은데요","I","부동산업","주택","1","452","계약요청","","Q","","오늘 계약하고 싶은데요","","","","","",""
"고객","계약이 오늘 내로 끝나죠? ","I","부동산업","주택","1","453","계약일정문의","","Q","","계약이 오늘 내로 끝나죠? ","","","","","",""
"고객","오늘 내로 계약이 모두 끝날까요? ","I","부동산업","주택","1","454","계약일정문의","","Q","","오늘 내로 계약이 모두 끝날까요? ","","","","","",""
"고객","계약이 몇 일 동안 이어지나요? ","I","부동산업","주택","1","455","계약일정문의","","Q","","계약이 몇 일 동안 이어지나요? ","","","","","",""
"고객","계약은 언제 할 수 있어요? ","I","부동산업","주택","1","456","계약일정문의","","Q","","계약은 언제 할 수 있어요? ","","","","","",""
"고객","계약하고 싶은데 언제 가능해요? ","I","부동산업","주택","1","457","계약일정문의","","Q","","계약하고 싶은데 언제 가능해요? ","","","","","",""
"고객","며칠 뒤에 계약할 수 있죠? ","I","부동산업","주택","1","458","계약일정문의","","Q","","며칠 뒤에 계약할 수 있죠? ","","","","","",""
"고객","언제 계약 할 수 있나요?","I","부동산업","주택","1","459","계약일정문의","","Q","","언제 계약 할 수 있나요?","","","","","",""
"고객","빨리 계약 할 수 있나요?","I","부동산업","주택","1","460","계약일정문의","","Q","","빨리 계약 할 수 있나요?","","","","","",""
"고객","계약 최대한 빨리 하려면 언제인가요?","I","부동산업","주택","1","461","계약일정문의","","Q","","계약 최대한 빨리 하려면 언제인가요?","","","","","",""
"고객","계약금은 언제까지 드려야 되나요?","I","부동산업","주택","1","462","계약금문의","","Q","","계약금은 언제까지 드려야 되나요?","","","","","",""
"고객","계약금은 얼마에요?","I","부동산업","주택","1","463","계약금문의","","Q","","계약금은 얼마에요?","","","","","",""
"고객","계약금은 어떻게 드리면 되나요?","I","부동산업","주택","1","464","계약금문의","","Q","","계약금은 어떻게 드리면 되나요?","","","","","",""
"고객","계약금 조절 가능합니까?","I","부동산업","주택","1","465","계약금문의","","Q","","계약금 조절 가능합니까?","","","","","",""
"고객","계약금 조금만 조정 가능할까요?","I","부동산업","주택","1","466","계약금문의","","Q","","계약금 조금만 조정 가능할까요?","","","","","",""
"고객","계약금이 얼마입니까?","I","부동산업","주택","1","467","계약금문의","","Q","","계약금이 얼마입니까?","","","","","",""
"고객","제가 계약금 얼마 드리면 되나요?","I","부동산업","주택","1","468","계약금문의","","Q","","제가 계약금 얼마 드리면 되나요?","","","","","",""
"고객","계약 당일 계약금 입금하면 되죠?","I","부동산업","주택","1","469","계약금문의","","Q","","계약 당일 계약금 입금하면 되죠?","","","","","",""
"고객","계약금 확인하셨나요?","I","부동산업","주택","1","470","계약금확인문의","","Q","","계약금 확인하셨나요?","","","","","",""
"고객","계약금이 500만 원인데 금액 확인하셨나요?","I","부동산업","주택","1","471","계약금확인문의","","Q","","계약금이 500만 원인데 금액 확인하셨나요?","","","","","",""
"고객","계약금 입금 확인해주세요","I","부동산업","주택","1","472","계약금확인문의","","Q","","계약금 입금 확인해주세요","","","","","",""
"고객","혹시 계약금 확인하셨어요?","I","부동산업","주택","1","473","계약금확인문의","","Q","","혹시 계약금 확인하셨어요?","","","","","",""
"고객","계약금 입금했는데 확인됐나요?","I","부동산업","주택","1","474","계약금확인문의","","Q","","계약금 입금했는데 확인됐나요?","","","","","",""
"고객","계약금 확인하셨어요?","I","부동산업","주택","1","475","계약금확인문의","","Q","","계약금 확인하셨어요?","","","","","",""
"고객","계약금 입금드렸는데 문자받으셨나요?","I","부동산업","주택","1","476","계약금확인문의","","Q","","계약금 입금드렸는데 문자받으셨나요?","","","","","",""
"고객","10분 전에 계약금 입금했는데 혹시 확인했을까요? ","I","부동산업","주택","1","477","계약금확인문의","","Q","","10분 전에 계약금 입금했는데 혹시 확인했을까요? ","","","","","",""
"고객","계약금은 입금 완료 했는데 확인해주시겠어요?","I","부동산업","주택","1","478","계약금확인문의","","Q","","계약금은 입금 완료 했는데 확인해주시겠어요?","","","","","",""
"고객","계약은 어떻게 하나요?","I","부동산업","주택","1","479","계약방법문의","","Q","","계약은 어떻게 하나요?","","","","","",""
"고객","도장만 들고 와서 계약하면 되는 건가요?","I","부동산업","주택","1","480","계약방법문의","","Q","","도장만 들고 와서 계약하면 되는 건가요?","","","","","",""
"고객","계약은 어떤 방법으로 진행되나요?","I","부동산업","주택","1","481","계약방법문의","","Q","","계약은 어떤 방법으로 진행되나요?","","","","","",""
"고객","계약은 어떻게 하면 되나요?","I","부동산업","주택","1","482","계약방법문의","","Q","","계약은 어떻게 하면 되나요?","","","","","",""
"고객","계약은 부동산에서 하는건가요?","I","부동산업","주택","1","483","계약방법문의","","Q","","계약은 부동산에서 하는건가요?","","","","","",""
"고객","계약은 집 주인과 하면 될까요?","I","부동산업","주택","1","484","계약방법문의","","Q","","계약은 집 주인과 하면 될까요?","","","","","",""
"고객","사인은 이름 옆에 하면 되는거죠?","I","부동산업","주택","1","485","계약방법문의","","Q","","사인은 이름 옆에 하면 되는거죠?","","","","","",""
"고객","도장은 서류 겹쳐서 나오게 찍어야 되는 게 맞지 않나요?","I","부동산업","주택","1","486","계약방법문의","","Q","","도장은 서류 겹쳐서 나오게 찍어야 되는 게 맞지 않나요?","","","","","",""
"고객","계약은 대리인이 아니고 집주인이 와서 직접 하는 거죠?","I","부동산업","주택","1","487","계약방법문의","","Q","","계약은 대리인이 아니고 집주인이 와서 직접 하는 거죠?","","","","","",""
"고객","계약서 작성할 때 필요한 준비물이 있을까요? ","I","부동산업","주택","1","488","계약서작성문의","","Q","","계약서 작성할 때 필요한 준비물이 있을까요? ","","","","","",""
"고객","계약서 작성 시 주의해야 할 점이 있어요? ","I","부동산업","주택","1","489","계약서작성문의","","Q","","계약서 작성 시 주의해야 할 점이 있어요? ","","","","","",""
"고객","계약서 작성하는 거 오래 걸리나요? ","I","부동산업","주택","1","490","계약서작성문의","","Q","","계약서 작성하는 거 오래 걸리나요? ","","","","","",""
"고객","계약서는 본인이 와서 직접 작성해야 하는 건가요?","I","부동산업","주택","1","491","계약서작성문의","","Q","","계약서는 본인이 와서 직접 작성해야 하는 건가요?","","","","","",""
"고객","계약서 작성할 때 필요한 게 뭐에요? ","I","부동산업","주택","1","492","계약서작성문의","","Q","","계약서 작성할 때 필요한 게 뭐에요? ","","","","","",""
"고객","지금 바로 계약서 작성할 수 있죠?","I","부동산업","주택","1","493","계약서작성문의","","Q","","지금 바로 계약서 작성할 수 있죠?","","","","","",""
"고객","계약서에는 보통 뭘 작성하나요?","I","부동산업","주택","1","494","계약서작성문의","","Q","","계약서에는 보통 뭘 작성하나요?","","","","","",""
"고객","계약서 작성할 때 좀 도와주시겠어요?","I","부동산업","주택","1","495","계약서작성문의","","Q","","계약서 작성할 때 좀 도와주시겠어요?","","","","","",""
"고객","계약서 작성은 언제 할 수 있어요?","I","부동산업","주택","1","496","계약서작성문의","","Q","","계약서 작성은 언제 할 수 있어요?","","","","","",""
"고객","전기세 같은 공과금 포함되나요?","I","부동산업","주택","1","497","공과금포함여부","","Q","","전기세 같은 공과금 포함되나요?","","","","","",""
"고객","수도세도 포함되나요?","I","부동산업","주택","1","498","공과금포함여부","","Q","","수도세도 포함되나요?","","","","","",""
"고객","공과금에는 어떤 게 포함되나요?","I","부동산업","주택","1","499","공과금포함여부","","Q","","공과금에는 어떤 게 포함되나요?","","","","","",""
"고객","공과금은 포함이 된건가요?","I","부동산업","주택","1","500","공과금포함여부","","Q","","공과금은 포함이 된건가요?","","","","","",""
"고객","공과금은 어떤 것들이 포함되어 있나요?","I","부동산업","주택","1","501","공과금포함여부","","Q","","공과금은 어떤 것들이 포함되어 있나요?","","","","","",""
